Time(UTC),Lat(°),Lon(°),PM1(μg/m³),PM2.5(μg/m³),PM10(μg/m³),NO2(μg/m³),Sensor_number
2022-01-30,51.4422,5.4844,11.63,14.48,19.46,5.0,9
2022-02-02,51.4422,5.4844,8.15,12.24,18.45,16.0,9
2022-02-07,51.4422,5.4844,3.68,5.47,9.38,8.0,9
2022-02-22,51.4422,5.4844,9.25,14.35,21.29,14.0,9
2022-01-16,51.4422,5.4844,31.73,34.29,33.66,10.0,9
2022-01-02,51.4422,5.4844,6.85,9.09,13.6,6.0,9
2022-02-28,51.4422,5.4844,8.71,11.42,15.83,25.0,9
2022-02-13,51.4422,5.4844,10.24,13.8,19.04,26.0,9
2022-02-14,51.4422,5.4844,6.96,8.86,12.97,16.0,9
2022-01-09,51.4422,5.4844,6.49,8.16,11.73,11.0,9
2022-01-28,51.4422,5.4844,17.28,20.39,26.01,12.0,9
2022-01-22,51.4422,5.4844,6.89,10.55,17.36,20.0,9
2022-02-21,51.4422,5.4844,7.55,11.38,16.23,22.0,9
2022-02-27,51.4422,5.4844,17.82,24.24,32.13,28.0,9
2022-02-09,51.4422,5.4844,5.65,8.2,13.37,14.0,9
2022-02-15,51.4422,5.4844,3.74,5.5,9.68,22.0,9
2022-01-13,51.4422,5.4844,28.79,32.26,35.21,28.0,9
2022-01-14,51.4422,5.4844,31.78,34.09,33.61,21.0,9
2022-01-03,51.4422,5.4844,5.1,7.21,11.6,7.0,9
2022-01-01,51.4422,5.4844,23.73,29.8,36.04,8.0,9
2022-01-23,51.4422,5.4844,15.52,18.67,24.93,11.0,9
2022-01-29,51.4422,5.4844,15.21,19.95,27.25,20.0,9
2022-01-15,51.3706,5.1565,26.41,29.46,33.81,19.0,10
2022-01-31,51.3706,5.1565,12.72,18.53,30.65,13.0,10
2022-02-14,51.3706,5.1565,9.11,10.95,16.23,17.0,10
2022-02-02,51.3706,5.1565,9.4,13.07,21.33,13.0,10
2022-02-04,51.3706,5.1565,12.87,14.92,21.04,8.0,10
2022-01-19,51.3706,5.1565,17.91,23.41,33.66,18.0,10
2022-01-11,51.3706,5.1565,25.9,28.87,31.35,18.0,10
2022-01-30,51.3706,5.1565,13.76,16.54,23.23,3.0,10
2022-02-15,51.3706,5.1565,5.67,7.41,12.8,14.0,10
2022-01-25,51.3706,5.1565,33.49,36.13,37.43,8.0,10
2022-02-24,51.3706,5.1565,9.48,13.12,22.09,14.0,10
2022-01-01,51.3706,5.1565,14.28,20.24,31.05,5.0,10
2022-01-05,51.3706,5.1565,8.33,9.94,14.47,15.0,10
2022-01-14,51.3706,5.1565,30.13,32.08,31.44,27.0,10
2022-03-01,51.3706,5.1565,14.87,16.93,21.3,44.0,10
2022-01-18,51.3706,5.1565,20.12,26.18,39.75,19.0,10
2022-01-03,51.3706,5.1565,7.19,9.29,15.37,4.0,10
2022-02-17,51.3706,5.1565,5.83,7.59,11.6,2.0,10
2022-01-13,51.3706,5.1565,30.28,34.37,37.41,26.0,10
2022-02-27,51.3706,5.1565,17.92,22.67,32.33,31.0,10
2022-01-17,51.3706,5.1565,34.68,42.91,48.22,13.0,10
2022-02-12,51.3706,5.1565,10.0,13.68,22.21,24.0,10
2022-01-28,51.3706,5.1565,19.42,23.02,30.38,14.0,10
2022-02-13,51.3706,5.1565,11.6,15.04,23.03,25.0,10
2022-02-26,51.3706,5.1565,9.57,13.36,21.41,29.0,10
2022-01-16,51.3706,5.1565,31.3,34.26,33.97,28.0,10
2022-02-16,51.3706,5.1565,7.88,9.99,16.05,15.0,10
2022-01-04,51.3706,5.1565,8.54,12.02,19.31,8.0,10
2022-02-03,51.3706,5.1565,15.17,19.25,27.89,10.0,10
2022-01-12,51.3706,5.1565,22.79,26.42,31.48,21.0,10
2022-02-01,51.3706,5.1565,12.14,18.49,30.22,12.0,10
2022-01-26,51.3706,5.1565,38.34,48.6,53.48,19.0,10
2022-01-29,51.3706,5.1565,17.89,22.75,32.32,22.0,10
2022-01-02,51.3706,5.1565,9.02,11.02,16.81,4.0,10
2022-02-25,51.3706,5.1565,6.63,8.9,15.13,28.0,10
2022-02-28,51.3706,5.1565,11.1,13.74,20.07,35.0,10
2022-02-18,51.3706,5.1565,10.87,16.03,25.4,19.0,10
2022-02-11,51.3706,5.1565,14.24,16.69,22.54,18.0,10
2022-01-27,51.3706,5.1565,35.05,54.14,62.3,26.0,10
2022-02-08,51.3706,5.1565,8.87,12.61,21.68,14.0,10
2022-01-06,51.3706,5.1565,9.12,12.97,20.9,17.0,10
2022-01-24,51.3706,5.1565,31.96,34.53,40.71,12.0,10
2022-01-10,51.3706,5.1565,11.66,15.76,23.68,10.0,10
2022-02-23,51.3706,5.1565,12.87,19.49,34.43,15.0,10
2022-01-07,51.3706,5.1565,11.76,15.93,25.32,26.0,10
2022-02-06,51.3706,5.1565,8.04,10.96,19.09,12.0,10
2022-02-20,51.3706,5.1565,7.4,10.36,17.29,34.0,10
2022-02-09,51.3706,5.1565,7.14,9.16,15.69,7.0,10
2022-01-23,51.3706,5.1565,18.69,21.45,29.09,8.0,10
2022-02-05,51.3706,5.1565,8.34,9.45,13.56,12.0,10
2022-02-10,51.3706,5.1565,7.82,8.65,11.92,9.0,10
2022-02-22,51.3706,5.1565,10.23,15.17,25.08,23.0,10
2022-01-08,51.3706,5.1565,8.15,10.07,15.07,15.0,10
2022-01-21,51.3706,5.1565,8.78,12.31,19.54,14.0,10
2022-01-09,51.3706,5.1565,7.79,9.29,13.6,10.0,10
2022-01-20,51.3706,5.1565,20.89,23.77,29.69,16.0,10
2022-01-22,51.3706,5.1565,8.29,11.43,20.62,16.0,10
2022-02-19,51.3706,5.1565,9.34,13.6,22.54,22.0,10
2022-02-07,51.3706,5.1565,5.2,6.92,11.7,7.0,10
2022-02-21,51.3706,5.1565,9.62,13.88,21.84,25.0,10
2022-01-30,51.4454,5.4854,12.38,15.24,19.99,14.0,11
2022-03-01,51.4454,5.4854,12.78,14.42,18.82,60.0,11
2022-01-27,51.4454,5.4854,29.78,51.89,57.84,21.0,11
2022-02-17,51.4454,5.4854,4.66,6.15,10.1,32.0,11
2022-01-17,51.4454,5.4854,31.67,40.25,43.77,23.0,11
2022-02-28,51.4454,5.4854,9.31,11.79,18.18,47.0,11
2022-02-20,51.4454,5.4854,6.21,8.9,15.66,39.0,11
2022-02-26,51.4454,5.4854,8.64,12.11,20.25,34.0,11
2022-02-23,51.4454,5.4854,11.33,16.91,30.42,14.0,11
2022-01-01,51.4454,5.4854,24.94,31.8,40.12,17.0,11
2022-02-21,51.4454,5.4854,7.58,10.76,18.12,31.0,11
2022-01-10,51.4454,5.4854,9.79,14.07,19.78,19.0,11
2022-01-04,51.4454,5.4854,6.18,9.67,15.16,15.0,11
2022-02-03,51.4454,5.4854,11.89,19.61,28.62,29.0,11
2022-01-12,51.4454,5.4854,22.47,25.54,28.93,23.0,11
2022-01-07,51.4454,5.4854,10.47,15.16,22.02,30.0,11
2022-01-03,51.4454,5.4854,4.91,6.88,11.06,10.0,11
2022-01-13,51.4454,5.4854,28.93,33.74,36.4,25.0,11
2022-01-08,51.4454,5.4854,7.06,9.14,12.9,21.0,11
2022-01-31,51.4454,5.4854,10.78,16.85,25.34,27.0,11
2022-01-09,51.4454,5.4854,7.16,8.84,12.39,16.0,11
2022-01-29,51.4454,5.4854,15.71,20.68,27.31,32.0,11
2022-01-02,51.4454,5.4854,6.51,8.5,12.66,9.0,11
2022-01-21,51.4454,5.4854,7.46,11.23,16.51,21.0,11
2022-02-16,51.4454,5.4854,5.02,5.95,10.86,39.0,11
2022-02-01,51.4454,5.4854,10.52,16.99,25.07,27.0,11
2022-02-22,51.4454,5.4854,8.69,13.02,23.04,18.0,11
2022-01-16,51.4454,5.4854,30.32,34.47,33.83,33.0,11
2022-01-20,51.4454,5.4854,23.18,27.26,32.85,20.0,11
2022-01-15,51.4454,5.4854,24.64,28.35,32.29,28.0,11
2022-01-23,51.4454,5.4854,18.5,21.44,27.36,15.0,11
2022-02-27,51.4454,5.4854,17.04,22.16,33.26,42.0,11
2022-01-22,51.4454,5.4854,7.41,10.87,17.16,29.0,11
2022-01-14,51.4454,5.4854,30.38,33.93,33.02,24.0,11
2022-01-28,51.4454,5.4854,18.38,21.99,26.92,25.0,11
2022-02-02,51.4454,5.4854,8.07,11.92,17.79,28.0,11
2022-01-19,51.4454,5.4854,16.36,22.94,31.11,37.0,11
2022-01-18,51.4454,5.4854,18.37,25.16,34.23,33.0,11
2022-02-18,51.4454,5.4854,8.95,13.31,22.43,37.0,11
2022-01-11,51.4454,5.4854,19.99,22.38,25.03,16.0,11
2022-02-19,51.4454,5.4854,7.63,11.1,19.56,33.0,11
2022-01-25,51.4454,5.4854,31.83,34.83,36.9,12.0,11
2022-01-24,51.4454,5.4854,29.46,32.69,37.92,15.0,11
2022-01-06,51.4454,5.4854,7.75,11.48,16.74,18.0,11
2022-02-25,51.4454,5.4854,5.67,7.63,13.59,45.0,11
2022-01-26,51.4454,5.4854,33.88,47.52,52.64,20.0,11
2022-02-24,51.4454,5.4854,7.92,11.04,19.46,32.0,11
2022-01-05,51.4454,5.4854,6.9,8.45,11.9,22.0,11
2022-02-01,51.4415,5.4714,7.89,14.47,22.78,12.0,12
2022-01-02,51.4415,5.4714,5.79,8.15,12.79,4.0,12
2022-03-01,51.4415,5.4714,8.42,10.15,13.6,29.0,12
2022-02-19,51.4415,5.4714,5.51,9.74,16.52,14.0,12
2022-01-03,51.4415,5.4714,4.15,6.21,11.05,4.0,12
2022-01-13,51.4415,5.4714,20.89,24.86,28.03,18.0,12
2022-01-18,51.4415,5.4714,13.62,20.48,29.3,13.0,12
2022-02-04,51.4415,5.4714,7.83,10.04,14.91,9.0,12
2022-02-20,51.4415,5.4714,4.17,7.16,12.53,20.0,12
2022-01-31,51.4415,5.4714,8.27,14.42,23.49,14.0,12
2022-01-19,51.4415,5.4714,12.51,19.46,27.12,15.0,12
2022-02-09,51.4415,5.4714,4.27,6.65,11.85,12.0,12
2022-02-16,51.4415,5.4714,4.61,6.96,11.63,10.0,12
2022-01-29,51.4415,5.4714,11.46,16.47,23.49,15.0,12
2022-02-13,51.4415,5.4714,7.42,11.22,16.94,23.0,12
2022-02-28,51.4415,5.4714,6.71,9.7,14.31,22.0,12
2022-01-14,51.4415,5.4714,22.44,24.97,25.01,18.0,12
2022-01-23,51.4415,5.4714,11.64,14.7,20.74,8.0,12
2022-02-27,51.4415,5.4714,12.68,19.31,27.69,21.0,12
2022-02-11,51.4415,5.4714,9.24,11.73,16.27,17.0,12
2022-01-21,51.4415,5.4714,5.64,9.45,14.93,10.0,12
2022-01-05,51.4415,5.4714,4.98,6.62,9.98,11.0,12
2022-01-28,51.4415,5.4714,12.56,15.86,21.0,12.0,12
2022-01-08,51.4415,5.4714,4.78,6.77,10.54,11.0,12
2022-01-25,51.4415,5.4714,22.54,24.96,27.81,11.0,12
2022-02-08,51.4415,5.4714,5.03,8.65,15.05,16.0,12
2022-01-16,51.4415,5.4714,22.71,26.65,27.48,16.0,12
2022-02-22,51.4415,5.4714,6.12,11.05,18.53,13.0,12
2022-02-10,51.4415,5.4714,4.14,4.99,8.03,13.0,12
2022-01-09,51.4415,5.4714,4.87,6.59,10.08,8.0,12
2022-02-07,51.4415,5.4714,2.7,4.39,8.23,7.0,12
2022-02-02,51.4415,5.4714,5.96,9.78,15.72,15.0,12
2022-02-14,51.4415,5.4714,5.22,7.23,11.62,6.0,12
2022-01-04,51.4415,5.4714,5.11,8.58,14.23,7.0,12
2022-01-10,51.4415,5.4714,7.49,11.8,17.67,11.0,12
2022-01-24,51.4415,5.4714,20.79,23.67,28.91,11.0,12
2022-01-06,51.4415,5.4714,5.61,9.36,14.62,12.0,12
2022-02-25,51.4415,5.4714,3.7,6.13,11.13,14.0,12
2022-02-26,51.4415,5.4714,5.85,9.91,16.0,22.0,12
2022-02-15,51.4415,5.4714,3.14,4.98,9.44,10.0,12
2022-01-11,51.4415,5.4714,13.06,15.3,18.34,16.0,12
2022-02-12,51.4415,5.4714,6.74,10.69,16.94,28.0,12
2022-01-30,51.4415,5.4714,8.75,11.56,16.74,6.0,12
2022-02-24,51.4415,5.4714,5.8,9.78,16.36,12.0,12
2022-01-20,51.4415,5.4714,15.77,19.7,25.07,12.0,12
2022-02-23,51.4415,5.4714,8.54,15.44,24.77,13.0,12
2022-01-22,51.4415,5.4714,5.13,8.74,15.09,13.0,12
2022-01-12,51.4415,5.4714,15.51,18.35,21.84,18.0,12
2022-01-26,51.4415,5.4714,28.44,39.99,45.08,17.0,12
2022-02-03,51.4415,5.4714,11.16,16.45,23.51,14.0,12
2022-01-27,51.4415,5.4714,26.92,45.66,50.37,20.0,12
2022-02-18,51.4415,5.4714,6.67,11.74,18.56,15.0,12
2022-02-06,51.4415,5.4714,4.75,7.93,13.51,12.0,12
2022-02-05,51.4415,5.4714,5.11,6.22,9.31,10.0,12
2022-01-17,51.4415,5.4714,24.79,31.88,35.46,11.0,12
2022-02-17,51.4415,5.4714,3.02,4.62,7.8,5.0,12
2022-01-15,51.4415,5.4714,17.01,20.37,24.39,17.0,12
2022-01-07,51.4415,5.4714,7.7,12.63,19.6,17.0,12
2022-02-21,51.4415,5.4714,5.39,9.09,14.08,12.0,12
2022-01-01,51.4815,5.5199,27.38,37.42,44.25,5.0,13
2022-01-02,51.4815,5.5199,6.2,8.49,12.9,4.0,13
2022-02-08,51.4815,5.5199,6.16,9.9,15.7,11.0,13
2022-02-21,51.4815,5.5199,7.5,11.62,16.16,11.0,13
2022-01-21,51.4815,5.5199,6.79,10.91,16.47,4.0,13
2022-01-09,51.4815,5.5199,6.02,7.81,11.21,5.0,13
2022-02-04,51.4815,5.5199,11.34,13.61,18.24,7.0,13
2022-02-15,51.4815,5.5199,3.14,4.97,9.44,14.0,13
2022-02-24,51.4815,5.5199,6.73,10.53,16.43,12.0,13
2022-01-08,51.4815,5.5199,5.51,7.54,11.39,7.0,13
2022-01-30,51.4815,5.5199,12.34,15.5,20.48,5.0,13
2022-02-19,51.4815,5.5199,7.53,11.84,17.54,17.0,13
2022-01-14,51.4815,5.5199,28.51,30.92,29.96,14.0,13
2022-01-06,51.4815,5.5199,6.95,10.97,16.24,6.0,13
2022-02-28,51.4815,5.5199,7.4,9.98,14.2,13.0,13
2022-01-29,51.4815,5.5199,14.42,19.41,26.68,11.0,13
2022-01-22,51.4815,5.5199,6.23,9.95,16.82,10.0,13
2022-01-31,51.4815,5.5199,10.05,16.31,25.09,9.0,13
2022-02-07,51.4815,5.5199,3.15,5.12,9.73,5.0,13
2022-01-15,51.4815,5.5199,23.55,26.86,30.3,9.0,13
2022-01-11,51.4815,5.5199,17.61,19.67,22.32,13.0,13
2022-02-14,51.4815,5.5199,6.69,8.66,12.78,10.0,13
2022-01-25,51.4815,5.5199,31.33,34.02,35.3,7.0,13
2022-02-03,51.4815,5.5199,14.81,20.75,27.66,13.0,13
2022-03-01,51.4815,5.5199,11.25,12.79,15.98,14.0,13
2022-02-25,51.4815,5.5199,4.34,6.83,11.3,18.0,13
2022-02-11,51.4815,5.5199,12.03,14.86,19.53,15.0,13
2022-01-23,51.4815,5.5199,16.7,19.88,25.78,5.0,13
2022-01-07,51.4815,5.5199,9.29,14.14,20.82,10.0,13
2022-02-26,51.4815,5.5199,7.73,11.77,17.12,15.0,13
2022-01-24,51.4815,5.5199,29.33,32.87,38.15,8.0,13
2022-01-13,51.4815,5.5199,28.1,33.01,36.08,16.0,13
2022-02-27,51.4815,5.5199,15.85,21.5,27.92,11.0,13
2022-01-18,51.4815,5.5199,16.01,22.74,32.09,8.0,13
2022-01-27,51.4815,5.5199,31.29,53.71,59.35,17.0,13
2022-02-09,51.4815,5.5199,5.24,7.63,12.29,11.0,13
2022-02-20,51.4815,5.5199,5.43,8.54,13.4,17.0,13
2022-01-03,51.4815,5.5199,4.77,6.98,11.51,4.0,13
2022-01-19,51.4815,5.5199,14.95,21.06,27.94,9.0,13
2022-02-18,51.4815,5.5199,9.11,14.2,19.88,12.0,13
2022-02-12,51.4815,5.5199,8.02,11.9,17.6,15.0,13
2022-02-02,51.4815,5.5199,7.51,11.63,17.29,11.0,13
2022-01-28,51.4815,5.5199,16.97,20.71,26.27,9.0,13
2022-02-13,51.4815,5.5199,9.63,13.23,18.42,13.0,13
2022-02-05,51.4815,5.5199,6.79,7.95,11.26,6.0,13
2022-01-26,51.4815,5.5199,35.86,48.78,54.25,13.0,13
2022-01-12,51.4815,5.5199,21.12,23.77,27.15,15.0,13
2022-02-16,51.4815,5.5199,5.74,7.88,12.07,13.0,13
2022-01-05,51.4815,5.5199,5.9,7.49,11.05,7.0,13
2022-02-01,51.4815,5.5199,10.81,17.92,25.33,6.0,13
2022-01-20,51.4815,5.5199,20.84,24.58,29.72,8.0,13
2022-02-17,51.4815,5.5199,3.95,5.69,8.8,4.0,13
2022-02-10,51.4815,5.5199,5.4,6.24,9.09,12.0,13
2022-01-16,51.4815,5.5199,29.05,33.1,32.86,11.0,13
2022-01-04,51.4815,5.5199,6.14,9.83,15.09,5.0,13
2022-02-06,51.4815,5.5199,5.94,9.18,14.76,7.0,13
2022-01-10,51.4815,5.5199,9.12,13.59,19.08,6.0,13
2022-02-23,51.4815,5.5199,10.86,17.82,26.5,10.0,13
2022-02-22,51.4815,5.5199,8.71,13.94,20.24,7.0,13
2022-01-17,51.4815,5.5199,32.06,40.72,44.03,7.0,13
2022-02-05,51.4681,5.3901,6.35,7.44,11.11,21.0,14
2022-01-19,51.4681,5.3901,13.83,18.34,24.31,27.0,14
2022-02-12,51.4681,5.3901,7.09,10.28,16.3,30.0,14
2022-01-24,51.4681,5.3901,28.72,31.07,35.7,23.0,14
2022-01-30,51.4681,5.3901,12.96,15.6,20.53,8.0,14
2022-01-20,51.4681,5.3901,20.68,23.94,29.03,25.0,14
2022-01-26,51.4681,5.3901,37.11,48.15,52.76,31.0,14
2022-01-17,51.4681,5.3901,32.83,40.17,43.33,25.0,14
2022-01-22,51.4681,5.3901,5.85,8.96,15.48,30.0,14
2022-02-06,51.4681,5.3901,5.72,8.59,15.24,23.0,14
2022-02-09,51.4681,5.3901,5.19,7.3,13.07,14.0,14
2022-02-10,51.4681,5.3901,5.61,6.33,9.35,10.0,14
2022-01-21,51.4681,5.3901,6.42,9.72,15.09,20.0,14
2022-02-08,51.4681,5.3901,6.33,9.65,15.88,29.0,14
2022-02-01,51.4681,5.3901,9.89,15.01,21.51,22.0,14
2022-01-28,51.4681,5.3901,17.09,20.33,25.77,16.0,14
2022-01-16,51.4681,5.3901,29.67,32.3,31.51,43.0,14
2022-02-03,51.4681,5.3901,14.48,19.21,26.06,27.0,14
2022-02-04,51.4681,5.3901,11.36,13.35,18.97,13.0,14
2022-02-07,51.4681,5.3901,3.24,4.84,8.74,22.0,14
2022-01-25,51.4681,5.3901,30.25,32.36,34.06,18.0,14
2022-02-11,51.4681,5.3901,11.79,14.2,19.22,18.0,14
2022-01-18,51.4681,5.3901,16.19,21.4,29.65,29.0,14
2022-03-01,51.4681,5.3901,10.57,12.04,15.5,78.0,14
2022-01-29,51.4681,5.3901,15.09,19.65,27.36,22.0,14
2022-01-31,51.4681,5.3901,9.99,15.41,24.06,17.0,14
2022-02-02,51.4681,5.3901,7.66,11.18,17.21,26.0,14
2022-01-27,51.4681,5.3901,33.2,52.28,58.32,31.0,14
2022-01-15,51.4681,5.3901,23.0,25.62,29.02,30.0,14
2022-01-23,51.4681,5.3901,16.5,19.21,25.15,18.0,14
2022-02-13,51.4681,5.3901,9.32,12.45,18.18,31.0,14
2022-02-14,51.4681,5.3901,6.55,8.3,13.01,26.0,14
2022-02-15,51.4681,5.3901,3.21,4.87,10.03,29.0,14
2022-02-28,51.4681,5.3901,7.76,10.3,15.6,71.0,14
2022-01-02,51.4681,5.3901,6.9,8.92,14.01,9.0,14
2022-02-19,51.4681,5.3901,6.63,10.3,16.84,32.0,14
2022-01-11,51.4681,5.3901,18.36,20.25,22.78,34.0,14
2022-01-08,51.4681,5.3901,5.38,7.09,11.34,17.0,14
2022-02-22,51.4681,5.3901,8.09,12.45,18.89,33.0,14
2022-01-14,51.4681,5.3901,28.48,29.86,29.01,37.0,14
2022-02-17,51.4681,5.3901,3.67,5.28,8.86,10.0,14
2022-01-07,51.4681,5.3901,9.09,13.3,20.13,26.0,14
2022-02-23,51.4681,5.3901,10.78,17.41,28.53,19.0,14
2022-02-27,51.4681,5.3901,13.77,18.1,24.88,50.0,14
2022-01-03,51.4681,5.3901,5.13,7.11,12.44,8.0,14
2022-02-18,51.4681,5.3901,7.93,12.02,17.88,29.0,14
2022-01-12,51.4681,5.3901,19.92,22.21,25.13,38.0,14
2022-01-06,51.4681,5.3901,6.83,10.37,16.33,13.0,14
2022-02-24,51.4681,5.3901,6.71,10.14,17.36,16.0,14
2022-02-26,51.4681,5.3901,6.68,10.12,15.79,25.0,14
2022-01-04,51.4681,5.3901,6.11,9.45,16.04,8.0,14
2022-01-05,51.4681,5.3901,6.07,7.48,11.0,16.0,14
2022-02-25,51.4681,5.3901,4.04,6.26,11.6,28.0,14
2022-01-13,51.4681,5.3901,29.1,33.04,36.14,36.0,14
2022-02-21,51.4681,5.3901,7.02,10.89,17.12,38.0,14
2022-01-09,51.4681,5.3901,5.85,7.34,10.85,18.0,14
2022-02-16,51.4681,5.3901,5.69,7.71,12.7,27.0,14
2022-02-20,51.4681,5.3901,4.98,7.56,12.84,40.0,14
2022-01-01,51.4681,5.3901,16.55,21.83,28.68,5.0,14
2022-01-10,51.4681,5.3901,8.18,11.76,17.55,14.0,14
2022-01-20,51.3468,5.3887,24.39,27.77,34.43,16.0,16
2022-02-04,51.3468,5.3887,14.33,16.24,22.35,6.0,16
2022-02-08,51.3468,5.3887,8.63,12.03,21.18,12.0,16
2022-02-25,51.3468,5.3887,6.69,8.84,15.39,28.0,16
2022-01-19,51.3468,5.3887,18.72,24.12,34.69,12.0,16
2022-01-22,51.3468,5.3887,8.68,11.9,21.23,16.0,16
2022-01-17,51.3468,5.3887,32.98,42.05,47.68,4.0,16
2022-02-21,51.3468,5.3887,9.2,12.78,20.44,28.0,16
2022-01-26,51.3468,5.3887,36.44,47.23,53.41,17.0,16
2022-01-09,51.3468,5.3887,8.43,9.98,14.23,7.0,16
2022-02-17,51.3468,5.3887,5.8,7.28,11.4,2.0,16
2022-01-05,51.3468,5.3887,8.41,9.78,13.92,9.0,16
2022-01-10,51.3468,5.3887,11.23,15.02,22.57,6.0,16
2022-01-11,51.3468,5.3887,19.78,21.39,23.69,18.0,16
2022-02-12,51.3468,5.3887,9.98,13.35,21.96,17.0,16
2022-02-20,51.3468,5.3887,7.05,9.86,16.8,41.0,16
2022-02-23,51.3468,5.3887,12.87,19.29,34.09,10.0,16
2022-02-06,51.3468,5.3887,7.81,10.58,18.87,10.0,16
2022-02-11,51.3468,5.3887,16.1,18.51,24.15,14.0,16
2022-01-18,51.3468,5.3887,21.61,28.61,43.18,9.0,16
2022-01-23,51.3468,5.3887,22.49,25.24,33.6,9.0,16
2022-02-18,51.3468,5.3887,11.03,15.49,24.09,17.0,16
2022-02-22,51.3468,5.3887,10.06,14.76,24.94,19.0,16
2022-01-21,51.3468,5.3887,9.14,12.83,20.79,11.0,16
2022-02-19,51.3468,5.3887,9.23,13.02,22.3,25.0,16
2022-01-12,51.3468,5.3887,23.25,26.37,30.73,18.0,16
2022-02-05,51.3468,5.3887,9.71,10.76,14.65,8.0,16
2022-03-01,51.3468,5.3887,15.78,17.47,21.83,35.0,16
2022-01-08,51.3468,5.3887,8.0,9.68,14.7,10.0,16
2022-01-06,51.3468,5.3887,9.18,12.81,20.71,11.0,16
2022-02-07,51.3468,5.3887,5.01,6.48,10.99,6.0,16
2022-02-09,51.3468,5.3887,7.31,9.27,16.2,6.0,16
2022-01-07,51.3468,5.3887,11.74,15.87,26.36,16.0,16
2022-02-24,51.3468,5.3887,9.59,13.13,22.61,12.0,16
2022-02-10,51.3468,5.3887,8.05,8.79,12.16,6.0,16
2022-01-24,51.3468,5.3887,32.48,35.28,41.88,6.0,16
2022-01-25,51.3468,5.3887,32.11,35.57,37.62,9.0,16
2022-02-14,51.3468,5.3887,10.15,11.9,17.56,21.0,16
2022-01-16,51.3468,5.3887,30.99,34.23,34.02,15.0,16
2022-02-02,51.3468,5.3887,9.41,12.93,21.36,12.0,16
2022-02-27,51.3468,5.3887,18.74,23.67,34.78,22.0,16
2022-02-16,51.3468,5.3887,8.21,10.25,16.3,18.0,16
2022-01-28,51.3468,5.3887,20.17,23.89,31.37,11.0,16
2022-01-14,51.3468,5.3887,29.52,32.35,31.81,23.0,16
2022-01-27,51.3468,5.3887,31.23,53.87,62.24,23.0,16
2022-02-01,51.3468,5.3887,12.46,18.86,31.72,12.0,16
2022-02-26,51.3468,5.3887,9.45,13.36,22.23,27.0,16
2022-01-02,51.3468,5.3887,9.41,11.22,16.89,3.0,16
2022-02-13,51.3468,5.3887,12.61,15.94,23.71,24.0,16
2022-01-04,51.3468,5.3887,8.31,11.42,19.52,6.0,16
2022-02-28,51.3468,5.3887,11.19,13.71,19.88,29.0,16
2022-01-29,51.3468,5.3887,18.37,23.0,32.84,17.0,16
2022-01-31,51.3468,5.3887,12.59,18.39,32.25,11.0,16
2022-01-03,51.3468,5.3887,8.23,10.15,16.18,4.0,16
2022-01-15,51.3468,5.3887,25.7,28.96,33.49,16.0,16
2022-01-01,51.3468,5.3887,16.09,21.44,29.37,2.0,16
2022-01-13,51.3468,5.3887,29.13,33.65,37.23,23.0,16
2022-02-15,51.3468,5.3887,6.03,7.67,13.27,23.0,16
2022-01-30,51.3468,5.3887,14.3,17.06,23.81,3.0,16
2022-02-03,51.3468,5.3887,16.86,21.35,31.16,9.0,16
2022-01-16,51.4136,5.4707,28.1,32.14,31.59,34.0,17
2022-02-22,51.4136,5.4707,6.69,10.89,17.24,22.0,17
2022-01-28,51.4136,5.4707,15.94,19.27,23.89,30.0,17
2022-01-23,51.4136,5.4707,17.45,19.93,25.52,16.0,17
2022-01-26,51.4136,5.4707,30.91,43.7,47.74,34.0,17
2022-01-30,51.4136,5.4707,10.7,13.26,17.82,10.0,17
2022-02-11,51.4136,5.4707,11.67,13.96,18.06,15.0,17
2022-02-06,51.4136,5.4707,5.16,7.62,12.68,15.0,17
2022-02-09,51.4136,5.4707,4.45,6.31,11.06,15.0,17
2022-01-24,51.4136,5.4707,27.23,30.04,34.26,18.0,17
2022-01-07,51.4136,5.4707,8.34,11.95,17.47,28.0,17
2022-02-16,51.4136,5.4707,5.41,7.22,11.34,40.0,17
2022-02-27,51.4136,5.4707,15.78,20.99,28.08,42.0,17
2022-02-15,51.4136,5.4707,3.18,4.6,8.55,37.0,17
2022-02-23,51.4136,5.4707,9.45,15.2,23.15,16.0,17
2022-01-10,51.4136,5.4707,8.38,11.9,16.99,17.0,17
2022-02-10,51.4136,5.4707,4.77,5.44,8.11,15.0,17
2022-03-01,51.4136,5.4707,11.18,12.76,16.12,74.0,17
2022-02-19,51.4136,5.4707,5.89,9.6,15.81,26.0,17
2022-02-08,51.4136,5.4707,5.34,8.35,13.84,23.0,17
2022-02-28,51.4136,5.4707,8.17,10.58,14.83,59.0,17
2022-01-31,51.4136,5.4707,9.1,14.23,21.51,21.0,17
2022-02-21,51.4136,5.4707,5.96,9.08,13.66,27.0,17
2022-01-29,51.4136,5.4707,13.86,18.02,24.2,37.0,17
2022-01-22,51.4136,5.4707,5.48,8.3,14.02,23.0,17
2022-01-19,51.4136,5.4707,13.94,18.28,23.8,29.0,17
2022-01-21,51.4136,5.4707,6.02,9.16,13.63,19.0,17
2022-02-01,51.4136,5.4707,8.78,14.32,21.84,22.0,17
2022-01-15,51.4136,5.4707,20.62,23.92,27.33,29.0,17
